pruid,prename,prfname,week_end,sex,age,numtotal_atleast1dose,numtotal_1dose,numtotal_1doserange,numtotal_2doses,numtotal_2dosesrange,prop_atleast1dose,prop_1dose,prop_1doserange,prop_2doses,prop_2dosesrange,numweekdelta_atleast1dose,numweekdelta_2doses,propweekdelta_1dose,propweekdelta_2doses
48,Alberta,Alberta,2021-02-13,m,70-74,1192,319,,873,,1.575448382,0.421617478,,1.153830904,,,,,
48,Alberta,Alberta,2021-02-13,m,75-79,1300,274,,1026,,2.693295765,0.567663877,,2.125631889,,,,,
48,Alberta,Alberta,2021-02-13,m,80+,6096,1353,,4743,,10.59289636,2.351080837,,8.241815528,,,,,
48,Alberta,Alberta,2021-02-13,m,Unknown,0,0,,0,,na,na,,na,,,,,
48,Alberta,Alberta,2021-02-13,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
48,Alberta,Alberta,2021-02-13,Unknown,18-69,4,1,,3,,na,na,,na,,,,,
48,Alberta,Alberta,2021-02-13,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
48,Alberta,Alberta,2021-02-13,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
48,Alberta,Alberta,2021-02-13,Unknown,80+,0,0,,0,,na,na,,na,,,,,
48,Alberta,Alberta,2021-02-13,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,f,0-17,103,93,,10,,0.024196295,0.02184714,,0.002349155,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,f,18-69,76919,62545,,14374,,4.241471455,3.448859607,,0.792611847,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,f,70-74,2941,2635,,306,,2.158468742,1.933888179,,0.224580563,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,f,75-79,3035,2762,,273,,3.325079977,3.025987116,,0.299092861,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,f,80+,19948,18078,,1870,,14.74669367,13.36428355,,1.382410125,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,f,Unknown,0,0,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,m,0-17,41,35,,6,,0.009150662,0.007811541,,0.001339121,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,m,18-69,31913,27534,,4379,,1.78528373,1.540312795,,0.244970935,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,m,70-74,2499,2252,,247,,1.984230962,1.788110494,,0.196120467,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,m,75-79,2339,2154,,185,,2.814647236,2.59202657,,0.222620666,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,m,80+,8693,7876,,817,,8.600969625,7.792618977,,0.808350648,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,m,Unknown,0,0,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,Unknown,18-69,4,4,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,Unknown,70-74,1,1,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,Unknown,80+,2,2,,0,,na,na,,na,,,,,
59,British Columbia,Colombie-Britannique,2021-02-13,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-02-13,f,0-17,0,0,,0,,0,0,,0,,,,,
60,Yukon,Yukon,2021-02-13,f,18-69,4214,3729,,485,,27.82803936,24.62523938,,3.202799974,,,,,
60,Yukon,Yukon,2021-02-13,f,70-74,615,601,,14,,87.11048159,85.12747875,,1.983002833,,,,,
60,Yukon,Yukon,2021-02-13,f,75-79,329,305,,24,,84.57583548,78.40616967,,6.16966581,,,,,
60,Yukon,Yukon,2021-02-13,f,80+,374,289,,85,,88.83610451,68.64608076,,20.19002375,,,,,
60,Yukon,Yukon,2021-02-13,f,Unknown,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-02-13,m,0-17,0,0,,0,,0,0,,0,,,,,
60,Yukon,Yukon,2021-02-13,m,18-69,3563,3404,,159,,23.30128834,22.26146099,,1.039827349,,,,,
60,Yukon,Yukon,2021-02-13,m,70-74,692,679,,13,,83.77723971,82.20338983,,1.573849879,,,,,
60,Yukon,Yukon,2021-02-13,m,75-79,387,362,,25,,81.81818182,76.53276956,,5.285412262,,,,,
60,Yukon,Yukon,2021-02-13,m,80+,337,275,,62,,81.99513382,66.90997567,,15.08515815,,,,,
60,Yukon,Yukon,2021-02-13,m,Unknown,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-02-13,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-02-13,Unknown,18-69,13,13,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-02-13,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-02-13,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-02-13,Unknown,80+,0,0,,0,,na,na,,na,,,,,
60,Yukon,Yukon,2021-02-13,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,f,0-17,<5,<5,,0,,<0.1,<0.1,,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,f,18-69,5757,5496,,261,,36.84244208,35.17214898,,1.670293101,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,f,70-74,415,394,,21,,87.18487395,82.77310924,,4.411764706,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,f,75-79,251,235,,16,,89.64285714,83.92857143,,5.714285714,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,f,80+,260,205,,55,,≥95,86.4978903,,23.20675105,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,f,Unknown,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,m,0-17,<5,<5,,0,,<0.1,<0.1,,0,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,m,18-69,5912,5763,,149,,35.51390641,34.61885024,,0.895056166,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,m,70-74,478,454,,24,,83.56643357,79.37062937,,4.195804196,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,m,75-79,275,260,,15,,85.13931889,80.49535604,,4.643962848,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,m,80+,227,189,,38,,84.3866171,70.26022305,,14.12639405,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,m,Unknown,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,Unknown,18-69,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,Unknown,80+,0,0,,0,,na,na,,na,,,,,
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-02-13,f,0-17,0,0,,0,,0,0,,0,,,,,
62,Nunavut,Nunavut,2021-02-13,f,18-69,3075,2052,,1023,,26.288792,17.54295973,,8.745832265,,,,,
62,Nunavut,Nunavut,2021-02-13,f,70-74,104,75,,29,,47.70642202,34.40366972,,13.30275229,,,,,
62,Nunavut,Nunavut,2021-02-13,f,75-79,57,34,,23,,49.13793103,29.31034483,,19.82758621,,,,,
62,Nunavut,Nunavut,2021-02-13,f,80+,60,39,,21,,72.28915663,46.98795181,,25.30120482,,,,,
62,Nunavut,Nunavut,2021-02-13,f,Unknown,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-02-13,m,0-17,<5,<5,,0,,<0.1,<0.1,,0,,,,,
62,Nunavut,Nunavut,2021-02-13,m,18-69,2971,2005,,966,,24.13877153,16.29021774,,7.848553786,,,,,
62,Nunavut,Nunavut,2021-02-13,m,70-74,124,90,,34,,51.45228216,37.34439834,,14.10788382,,,,,
62,Nunavut,Nunavut,2021-02-13,m,75-79,61,40,,21,,51.2605042,33.61344538,,17.64705882,,,,,
62,Nunavut,Nunavut,2021-02-13,m,80+,44,27,,17,,45.83333333,28.125,,17.70833333,,,,,
62,Nunavut,Nunavut,2021-02-13,m,Unknown,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-02-13,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-02-13,Unknown,18-69,<5,<5,,<5,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-02-13,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-02-13,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-02-13,Unknown,80+,0,0,,0,,na,na,,na,,,,,
62,Nunavut,Nunavut,2021-02-13,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
1,Canada,Canada,2021-02-20,f,0-17,1483,931,,552,,0.041819389,0.02625344,,0.015565949,,,,,
1,Canada,Canada,2021-02-20,f,18-69,541939,311284,,230655,,4.168047199,2.394081999,,1.7739652,,,,,
1,Canada,Canada,2021-02-20,f,70-74,23490,15299,,8191,,2.519496873,1.640944345,,0.878552528,,,,,
1,Canada,Canada,2021-02-20,f,75-79,28157,19109,,9048,,4.341149571,2.946160001,,1.39498957,,,,,
1,Canada,Canada,2021-02-20,f,80+,165495,99874,,65621,,16.70635598,10.08206047,,6.624295511,,,,,
1,Canada,Canada,2021-02-20,f,Unknown,306,274,,32,,na,na,,na,,,,,
1,Canada,Canada,2021-02-20,m,0-17,625,409,,216,,0.016872971,0.011041672,,0.005831299,,,,,
1,Canada,Canada,2021-02-20,m,18-69,214723,134248,,80475,,1.641102752,1.026041748,,0.615061004,,,,,
1,Canada,Canada,2021-02-20,m,70-74,18760,12425,,6335,,2.195967894,1.454419034,,0.74154886,,,,,
1,Canada,Canada,2021-02-20,m,75-79,19058,13023,,6035,,3.345292928,2.285956019,,1.05933691,,,,,
1,Canada,Canada,2021-02-20,m,80+,68319,42926,,25393,,10.15058205,6.377784876,,3.772797171,,,,,
1,Canada,Canada,2021-02-20,m,Unknown,100,84,,16,,na,na,,na,,,,,
1,Canada,Canada,2021-02-20,Unknown,0-17,25,12,,13,,na,na,,na,,,,,
1,Canada,Canada,2021-02-20,Unknown,18-69,1924,637,,1287,,na,na,,na,,,,,
1,Canada,Canada,2021-02-20,Unknown,70-74,152,41,,111,,na,na,,na,,,,,
1,Canada,Canada,2021-02-20,Unknown,75-79,146,38,,108,,na,na,,na,,,,,
1,Canada,Canada,2021-02-20,Unknown,80+,785,209,,576,,na,na,,na,,,,,
1,Canada,Canada,2021-02-20,Unknown,Unknown,538,110,,428,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,f,0-17,0,0,,0,,0,0,,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,f,18-69,4947,1452,,3495,,2.723758975,0.799453817,,1.924305158,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,f,70-74,195,133,,62,,1.147396293,0.782583113,,0.36481318,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,f,75-79,287,179,,108,,2.712921826,1.692031383,,1.020890443,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,f,80+,1069,695,,374,,8.031555222,5.221637866,,2.809917355,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,f,Unknown,218,218,,0,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,m,0-17,0,0,,0,,0,0,,0,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,m,18-69,2114,830,,1284,,1.186453995,0.465826309,,0.720627687,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,m,70-74,159,97,,62,,0.982451804,0.59935739,,0.383094414,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,m,75-79,192,127,,65,,1.94351655,1.285555218,,0.657961332,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,m,80+,507,312,,195,,5.301683572,3.262574506,,2.039109066,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,m,Unknown,63,63,,0,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,Unknown,18-69,136,97,,39,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,Unknown,70-74,9,9,,0,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,Unknown,75-79,5,5,,0,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,Unknown,80+,1,1,,0,,na,na,,na,,,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,Unknown,Unknown,534,106,,428,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,f,0-17,<5,<5,,<5,,<0.1,<0.1,,<0.1,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,f,18-69,3380,765,,2615,,6.21049537,1.405629869,,4.804865501,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,f,70-74,137,7,,130,,2.932990794,0.149860844,,2.783129951,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,f,75-79,157,7,,150,,5.198675497,0.231788079,,4.966887417,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,f,80+,1011,86,,925,,23.12442818,1.967063129,,21.15736505,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,f,Unknown,0,0,,0,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,m,0-17,6,<5,,<5,,0.039484075,<0.1,,<0.1,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,m,18-69,1146,373,,773,,2.140695633,0.696753465,,1.443942168,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,m,70-74,111,15,,96,,2.502818489,0.338218715,,2.164599775,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,m,75-79,82,7,,75,,3.191903464,0.272479564,,2.9194239,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,m,80+,424,32,,392,,15.28478731,1.153568854,,14.13121846,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,m,Unknown,<5,<5,,0,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,Unknown,18-69,7,<5,,<5,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,Unknown,80+,0,0,,0,,na,na,,na,,,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,Unknown,Unknown,<5,<5,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,f,0-17,6,6,,0,,0.007411983,0.007411983,,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,f,18-69,9426,3787,,5639,,2.768192511,1.11215203,,1.65604048,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,f,70-74,220,130,,90,,0.738453276,0.436358754,,0.302094522,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,f,75-79,230,168,,62,,1.136475936,0.830121554,,0.306354383,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,f,80+,1182,940,,242,,4.15203035,3.30195307,,0.85007728,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,f,Unknown,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,m,0-17,1,1,,0,,0.001176305,0.001176305,,0,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,m,18-69,3187,1198,,1989,,0.963628832,0.362230104,,0.601398728,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,m,70-74,161,92,,69,,0.583185424,0.333248814,,0.24993661,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,m,75-79,157,107,,50,,0.897347965,0.611568358,,0.285779607,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,m,80+,342,261,,81,,1.843864568,1.407159802,,0.436704766,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,m,Unknown,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,Unknown,18-69,2,0,,2,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,Unknown,70-74,1,0,,1,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,Unknown,80+,0,0,,0,,na,na,,na,,,,,
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,f,0-17,<5,<5,,<5,,<0.1,<0.1,,<0.1,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,f,18-69,9058,1731,,7327,,3.424587617,0.654444818,,2.770142798,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,f,70-74,282,161,,121,,1.160637116,0.662633247,,0.498003869,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,f,75-79,222,122,,100,,1.391762272,0.76484233,,0.626919942,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,f,80+,1762,953,,809,,7.626385042,4.12482687,,3.501558172,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,f,Unknown,72,48,,24,,na,na,,na,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,m,0-17,<5,<5,,<5,,<0.1,<0.1,,<0.1,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,m,18-69,2730,609,,2121,,1.030169242,0.229806985,,0.800362257,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,m,70-74,211,113,,98,,0.930950805,0.498566071,,0.432384734,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,m,75-79,155,81,,74,,1.068155193,0.55819723,,0.509957963,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,m,80+,739,403,,336,,4.843678312,2.6414105,,2.202267811,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,m,Unknown,35,22,,13,,na,na,,na,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,Unknown,18-69,10,2,,8,,na,na,,na,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,Unknown,80+,11,11,,0,,na,na,,na,,,,,
13,New Brunswick,Nouveau-Brunswick,2021-02-20,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
24,Quebec,Québec,2021-02-20,f,0-17,559,559,,na,,0.071292745,0.071292745,,na,,,,,
24,Quebec,Québec,2021-02-20,f,18-69,165803,165803,,na,,5.788549981,5.788549981,,na,,,,,
24,Quebec,Québec,2021-02-20,f,70-74,7707,7707,,na,,3.397968361,3.397968361,,na,,,,,
24,Quebec,Québec,2021-02-20,f,75-79,11536,11536,,na,,6.949606916,6.949606916,,na,,,,,
24,Quebec,Québec,2021-02-20,f,80+,54388,54388,,na,,22.06669344,22.06669344,,na,,,,,
24,Quebec,Québec,2021-02-20,f,Unknown,0,0,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-02-20,m,0-17,228,228,,na,,0.027880598,0.027880598,,na,,,,,
24,Quebec,Québec,2021-02-20,m,18-69,69036,69036,,na,,2.343240865,2.343240865,,na,,,,,
24,Quebec,Québec,2021-02-20,m,70-74,5964,5964,,na,,2.797425843,2.797425843,,na,,,,,
24,Quebec,Québec,2021-02-20,m,75-79,7467,7467,,na,,5.053567682,5.053567682,,na,,,,,
24,Quebec,Québec,2021-02-20,m,80+,23157,23157,,na,,14.29682725,14.29682725,,na,,,,,
24,Quebec,Québec,2021-02-20,m,Unknown,0,0,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-02-20,Unknown,0-17,0,0,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-02-20,Unknown,18-69,131,131,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-02-20,Unknown,70-74,<5,<5,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-02-20,Unknown,75-79,<5,<5,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-02-20,Unknown,80+,11,11,,na,,na,na,,na,,,,,
24,Quebec,Québec,2021-02-20,Unknown,Unknown,0,0,,na,,na,na,,na,,,,,
35,Ontario,Ontario,2021-02-20,f,0-17,660,213,,447,,0.048832316,0.01575952,,0.033072796,,,,,
35,Ontario,Ontario,2021-02-20,f,18-69,155713,35798,,119915,,3.050036002,0.701195076,,2.348840926,,,,,
35,Ontario,Ontario,2021-02-20,f,70-74,6648,2176,,4472,,1.863390597,0.609918463,,1.253472135,,,,,
35,Ontario,Ontario,2021-02-20,f,75-79,7496,2528,,4968,,3.011469779,1.015607738,,1.995862041,,,,,
35,Ontario,Ontario,2021-02-20,f,80+,57846,18981,,38865,,14.75535285,4.841671896,,9.913680956,,,,,
35,Ontario,Ontario,2021-02-20,f,Unknown,16,8,,8,,na,na,,na,,,,,
35,Ontario,Ontario,2021-02-20,m,0-17,273,92,,181,,0.01934358,0.006518715,,0.012824864,,,,,
35,Ontario,Ontario,2021-02-20,m,18-69,57155,13905,,43250,,1.126107267,0.273965909,,0.852141357,,,,,
35,Ontario,Ontario,2021-02-20,m,70-74,4969,1572,,3397,,1.568611358,0.496248149,,1.072363208,,,,,
35,Ontario,Ontario,2021-02-20,m,75-79,4652,1518,,3134,,2.193305045,0.715700141,,1.477604903,,,,,
35,Ontario,Ontario,2021-02-20,m,80+,21842,7459,,14383,,8.279726006,2.827510131,,5.452215875,,,,,
35,Ontario,Ontario,2021-02-20,m,Unknown,<5,<5,,<5,,na,na,,na,,,,,
35,Ontario,Ontario,2021-02-20,Unknown,0-17,25,12,,13,,na,na,,na,,,,,
35,Ontario,Ontario,2021-02-20,Unknown,18-69,1577,354,,1223,,na,na,,na,,,,,
35,Ontario,Ontario,2021-02-20,Unknown,70-74,135,25,,110,,na,na,,na,,,,,
35,Ontario,Ontario,2021-02-20,Unknown,75-79,141,33,,108,,na,na,,na,,,,,
35,Ontario,Ontario,2021-02-20,Unknown,80+,763,187,,576,,na,na,,na,,,,,
35,Ontario,Ontario,2021-02-20,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-02-20,f,0-17,3,0,,3,,0.001969396,0,,0.001969396,,,,,
46,Manitoba,Manitoba,2021-02-20,f,18-69,18099,3755,,14344,,3.977697292,0.82525296,,3.152444331,,,,,
46,Manitoba,Manitoba,2021-02-20,f,70-74,989,514,,475,,3.344945378,1.738424595,,1.606520783,,,,,
46,Manitoba,Manitoba,2021-02-20,f,75-79,867,448,,419,,4.293567078,2.218590601,,2.074976477,,,,,
46,Manitoba,Manitoba,2021-02-20,f,80+,4876,1912,,2964,,14.53959924,5.701335878,,8.838263359,,,,,
46,Manitoba,Manitoba,2021-02-20,f,Unknown,0,0,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-02-20,m,0-17,0,0,,0,,0,0,,0,,,,,
46,Manitoba,Manitoba,2021-02-20,m,18-69,7863,2625,,5238,,1.698800491,0.56713103,,1.131669461,,,,,
46,Manitoba,Manitoba,2021-02-20,m,70-74,849,512,,337,,3.094700007,1.866297295,,1.228402712,,,,,
46,Manitoba,Manitoba,2021-02-20,m,75-79,704,400,,304,,3.881782091,2.205558006,,1.676224085,,,,,
46,Manitoba,Manitoba,2021-02-20,m,80+,2026,914,,1112,,9.285485128,4.189009579,,5.096475549,,,,,
46,Manitoba,Manitoba,2021-02-20,m,Unknown,0,0,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-02-20,Unknown,0-17,0,0,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-02-20,Unknown,18-69,3,2,,1,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-02-20,Unknown,70-74,0,0,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-02-20,Unknown,75-79,0,0,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-02-20,Unknown,80+,0,0,,0,,na,na,,na,,,,,
46,Manitoba,Manitoba,2021-02-20,Unknown,Unknown,0,0,,0,,na,na,,na,,,,,
47,Saskatchewan,Saskatchewan,2021-02-20,f,0-17,15,>10,,<5,,0.011182347,>0.01,,<0.1,,,,,
47,Saskatchewan,Saskatchewan,2021-02-20,f,18-69,16870,9170,,7700,,4.444842586,2.416076261,,2.028766326,,,,,
47,Saskatchewan,Saskatchewan,2021-02-20,f,70-74,1210,670,,540,,5.089165545,2.817967699,,2.271197847,,,,,
47,Saskatchewan,Saskatchewan,2021-02-20,f,75-79,1293,769,,524,,7.630119202,4.537944058,,3.092175145,,,,,
47,Saskatchewan,Saskatchewan,2021-02-20,f,80+,6462,4223,,2239,,21.12800392,13.80742194,,7.320581985,,,,,
47,Saskatchewan,Saskatchewan,2021-02-20,f,Unknown,<5,<5,,<5,,na,na,,na,,,,,
47,Saskatchewan,Saskatchewan,2021-02-20,m,0-17,7,<5,,<5,,0.005038944,<0.1,,<0.1,,,,,
47,Saskatchewan,Saskatchewan,2021-02-20,m,18-69,6558,3696,,2862,,1.65133595,0.930670581,,0.720665369,,,,,
47,Saskatchewan,Saskatchewan,2021-02-20,m,70-74,1049,552,,497,,4.610583685,2.426160338,,2.184423347,,,,,
47,Saskatchewan,Saskatchewan,2021-02-20,m,75-79,1069,581,,488,,7.143811815,3.882651697,,3.261160118,,,,,
47,Saskatchewan,Saskatchewan,2021-02-20,m,80+,3205,2100,,1105,,16.0845127,10.53899428,,5.545518418,,,,,
